ASX code,Company name,Security type,ISIN code
LINOA,LINDIAN RESOURCES,OPTION EXPIRING 31-DEC-2011,AU0000LINOA5
LINAK,LINDIAN RESOURCES,ORDINARY FULLY PAID RESTRICTED,AU0000LINAK3
LINAM,LINDIAN RESOURCES,OPTION EXPIRING 14-JUN-2016 EX 15C,AU0000LINAM9
LINAW,LINDIAN RESOURCES,OPTION EXPIRING 31-DEC-2011 EX 30C,AU0000LINAW8
LINAI,LINDIAN RESOURCES,OPTION EXPIRING 31-DEC-2011 RESTRICTED EX 15C,AU0000LINAI7
LAU,LINDSAY AUSTRALIA,ORDINARY FULLY PAID,AU000000LAU8
LRF,LINQ RESOURCES FUND,UNITS FULLY PAID,AU000000LRF3
LRFAK,LINQ RESOURCES FUND,OPTION EXPIRING 16-JUN-2009 CLASS B,AU0000LRFAK0
LRFAM,LINQ RESOURCES FUND,OPTION EXPIRING 16-JUN-2010 CLASS C,AU0000LRFAM6
LIO,LION ENERGY LIMITED,ORDINARY FULLY PAID,AU000000LIO4
LIODA,LION ENERGY LIMITED,ORDINARY FULLY PAID DEFERRED SETTLEMENT,AU0000LIODA6
LIODB,LION ENERGY LIMITED,OPTION EXPIRING 20-FEB-2005 DEFERRED SETTLEMENT,AU0000LIODB4
LIOO,LION ENERGY LIMITED,OPTION EXPIRING 31-AUG-2011,AU00000LIOO0
LNSHA,LION SERIES 2007-1,CLASS A RMB FRN MAT. 15-MAY-2040 MIN.CON. $5HT N-C,AU0000LNSHA8
LTR,LIONTOWN RESOURCES,ORDINARY FULLY PAID,AU000000LTR4
LTRAK,LIONTOWN RESOURCES,OPTION EXPIRING 01-NOV-2013 EX 20C,AU0000LTRAK1
LTRAU,LIONTOWN RESOURCES,OPTION EXPIRING 01-DEC-2012 EX 35C,AU0000LTRAU0
LTRAW,LIONTOWN RESOURCES,OPTION EXPIRING 31-JUL-2013 EX 20C,AU0000LTRAW6
LTRAM,LIONTOWN RESOURCES,OPTION EXPIRING 01-MAY-2013 EX 10C,AU0000LTRAM7
LTRAZ,LIONTOWN RESOURCES,OPTION EXPIRING 02-DEC-2013 EX 20C,AU0000LTRAZ9
LNG,LIQUEFIED NATURAL,ORDINARY FULLY PAID,AU000000LNG0
LNGAD,LIQUEFIED NATURAL,OPTION EXPIRING 10-DEC-2012 EX 66.7C,AU0000LNGAD2
LNGAI,LIQUEFIED NATURAL,OPTION EXPIRING 30-NOV-2012 EX 68C,AU0000LNGAI1
LNGAK,LIQUEFIED NATURAL,PERFORMANCE RIGHTS,AU0000LNGAK7
LNGAP,LIQUEFIED NATURAL,OPTION EXPIRING VARIOUS DATES EX VARIOUS PRICES,AU0000LNGAP6
LTX,LITHEX RES LTD,ORDINARY FULLY PAID,AU000000LTX2
LTXAZ,LITHEX RES LTD,ORDINARY FULLY PAID EMPLOYEE,AU0000LTXAZ7
LTXAI,LITHEX RES LTD,ORDINARY FULLY PAID RESTRICTED,AU0000LTXAI3
LTXAK,LITHEX RES LTD,ORDINARY FULLY PAID RESTRICTED,AU0000LTXAK9
LTXAM,LITHEX RES LTD,ORDINARY FULLY PAID RESTRICTED,AU0000LTXAM5
LTXAS,LITHEX RES LTD,ORDINARY FULLY PAID RESTRICTED,AU0000LTXAS2
LTXAY,LITHEX RES LTD,OPTION EXPIRING 30-JUN-2015 EX 20C,AU0000LTXAY0
LTXAW,LITHEX RES LTD,OPTION EXPIRING 30-JUN-2015 EX 30C,AU0000LTXAW4
LTXAO,LITHEX RES LTD,OPTION EXPIRING 31-MAR-2015 RESTRICTED EX 20C,AU0000LTXAO1
LTXAQ,LITHEX RES LTD,OPTION EXPIRING 09-MAY-2016 RESTRICTED EX 20C,AU0000LTXAQ6
LTXAU,LITHEX RES LTD,OPTION EXPIRING 30-JUN-2015 RESTRICTED EX 20C,AU0000LTXAU8
LWB,LITTLE WORLD BEV.,ORDINARY FULLY PAID,AU000000LWB2
LWBAM,LITTLE WORLD BEV.,OPTION EXPIRING 30-JUN-2012 EX $1.63,AU0000LWBAM5
LLA,LIVING & LEISURE GRP,ORDINARY/UNITS FULLY PAID STAPLED SECURITIES,AU000000LLA7
LLAAI,LIVING & LEISURE GRP,OPTION EXPIRING 30-OCT-2013 EX 4C,AU0000LLAAI8
LCT,LIVING CELL TECH.,ORDINARY FULLY PAID,AU000000LCT6
LCTAM,LIVING CELL TECH.,OPTION EXPIRING VARIOUS DATES EX VARIOUS PRICES,AU0000LCTAM9
LL9,LLCDA OPTIONS,LLCDA OPTIONS,AU000000LL93
LHD,LOCHARD ENERGY GRP,CHESS DEPOSITARY INTEREST 1:1,AU000000LHD9
LSR,LODESTAR MINERALS,ORDINARY FULLY PAID,AU000000LSR6
LSRAK,LODESTAR MINERALS,OPTION EXPIRING 31-AUG-2012 EX 40C,AU0000LSRAK3
LSRAM,LODESTAR MINERALS,OPTION EXPIRING VARIOUS DATES EX VARIOUS PRICES,AU0000LSRAM9
LCM,LOGICAMMS LIMITED,ORDINARY FULLY PAID,AU000000LCM1
LCMAK,LOGICAMMS LIMITED,OPTION EXPIRING 30-OCT-2011 EX $1.35,AU0000LCMAK8
LCMAU,LOGICAMMS LIMITED,OPTION EXPIRING 30-MAY-2014 EX $1.20,AU0000LCMAU7
LCMAM,LOGICAMMS LIMITED,OPTION EXPIRING 03-JAN-2012 EX $1.35,AU0000LCMAM4
LCMAO,LOGICAMMS LIMITED,OPTION EXPIRING 25-MAR-2012 EX $1.35,AU0000LCMAO0
LCMAQ,LOGICAMMS LIMITED,OPTION EXPIRING 02-SEP-2013 EX 85C,AU0000LCMAQ5
LCMAS,LOGICAMMS LIMITED,PERFORMANCE RIGHTS,AU0000LCMAS1
LCE,LONDON CITY EQU. LTD,ORDINARY FULLY PAID,AU000000LCE8
LRG,LONGREACH GROUP.,ORDINARY FULLY PAID,AU000000LRG1
LRGDA,LONGREACH GROUP.,ORDINARY FULLY PAID DEFERRED SETTLEMENT,AU0000LRGDA3
LRGAK,LONGREACH GROUP.,ORDINARY FULLY PAID,AU0000LRGAK8
LGO,LONGREACH OIL LTD.,ORDINARY FULLY PAID,AU000000LGO8
LOM,LONRHO MINING LTD,ORDINARY FULLY PAID,AU000000LOM6
LOMO,LONRHO MINING LTD,OPTION EXPIRING 30-JUN-2012,AU00000LOMO2
LOMAE,LONRHO MINING LTD,OPTION EXPIRING 15-DEC-2011 EX 37.5C,AU0000LOMAE6
LOMAI,LONRHO MINING LTD,OPTION EXPIRING 30-SEP-2012 EX 50C,AU0000LOMAI7
LOMAK,LONRHO MINING LTD,OPTION EXPIRING 01-AUG-2013 EX 2C,AU0000LOMAK3
LDW,LUDOWICI LIMITED,ORDINARY FULLY PAID,AU000000LDW8
LDWPA,LUDOWICI LIMITED,1 5% CUMULATIVE PREFERENCE,AU0000LDWPA4
LDWPB,LUDOWICI LIMITED,2 6% CUMULATIVE PREFERENCE,AU0000LDWPB2
LDWXX,LUDOWICI LIMITED,INSTITUTIONAL ENTITLEMENT OFFER,AU0000LDWXX0
LDWYY,LUDOWICI LIMITED,RETAIL ENTITLEMENT OFFER,AU0000LDWYY6
LDWAI,LUDOWICI LIMITED,OPTION EXPIRING VARIOUS DATES EX VARIOUS PRICES,AU0000LDWAI9
LDWAK,LUDOWICI LIMITED,ORDINARY FULLY PAID DEFERRED,AU0000LDWAK5
LGM,LUIRI GOLD LIMITED,CHESS DEPOSITARY INTERESTS 1:1,AU000000LGM2
LGMAI,LUIRI GOLD LIMITED,OPTION EXPIRING VARIOUS DATES EX VARIOUS PRICES,AU0000LGMAI3
LSL,LUMINUS SYSTEMS LTD.,ORDINARY FULLY PAID,AU000000LSL9
LSLAK,LUMINUS SYSTEMS LTD.,OPTION EXPIRING 31-DEC-2012 EX 1C,AU0000LSLAK6
LYL,LYCOPODIUM LIMITED,ORDINARY FULLY PAID,AU000000LYL7
LYLAM,LYCOPODIUM LIMITED,PERFORMANCE RIGHT EXPIRING VARIOUS DATES,AU0000LYLAM0
LYC,LYNAS CORPORATION,ORDINARY FULLY PAID,AU000000LYC6
LYCXE,LYNAS CORPORATION,ORDINARY FULLY PAID BONUS DEFERRED,AU0000LYCXE8
LYCZZ,LYNAS CORPORATION,CONDITIONAL PLACEMENT,AU0000LYCZZ8
LYCAF,LYNAS CORPORATION,OPTION EXPIRING 04-APR-2012 EX 64C,AU0000LYCAF3
LYCAI,LYNAS CORPORATION,OPTION EXPIRING 25-JUN-2012 EMPLOYEE EX $1.01,AU0000LYCAI7
LYCAK,LYNAS CORPORATION,OPTION EXPIRING 24-AUG-2012 EX 81C,AU0000LYCAK3
LYCAM,LYNAS CORPORATION,OPTION EXPIRING 02-JUL-2012 EX 91C,AU0000LYCAM9
LYCAO,LYNAS CORPORATION,OPTION EXPIRING 31-DEC-2012 EX $1.06,AU0000LYCAO5
LYCAW,LYNAS CORPORATION,OPTION EXPIRING VARIOUS DATES EX VARIOUS PRICES,AU0000LYCAW8
LYCAH,LYNAS CORPORATION,OPTION EXPIRING 24-SEP-2013 EX 81C,AU0000LYCAH9
LYCAQ,LYNAS CORPORATION,PERFORMANCE RIGHTS EXPIRING 06-JUN-2016,AU0000LYCAQ0
LYCAS,LYNAS CORPORATION,PERFORMANCE RIGHT EXPIRING 19-AUG-2015,AU0000LYCAS6
MTU,M2 TELECOMMUNICATION,ORDINARY FULLY PAID,AU000000MTU6
MTUAM,M2 TELECOMMUNICATION,OPTION EXPIRING VARIOUS DATES EX VARIOUS PRICES,AU0000MTUAM9
MTUAK,M2 TELECOMMUNICATION,OPTION EXPIRING 08-MAY-2012 EX 70C,AU0000MTUAK3
MI8,MAC INFR OPTION BSK,MACQUARIE INFRASTRUCTURE GROUP - OPTION BASKET,AU000000MI89
MLD,MACA LIMITED,ORDINARY FULLY PAID,AU000000MLD9
MLDAI,MACA LIMITED,OPTION 01-JAN-2014 EX $1.15,AU0000MLDAI0
MCC,MACARTHUR COAL,ORDINARY FULLY PAID,AU000000MCC0
MPS,MACARTHURCOOK PROP.,ORDINARY UNITS FULLY PAID,AU000000MPS8
MAH,MACMAHON HOLDINGS,ORDINARY FULLY PAID,AU000000MAH3
MAHAK,MACMAHON HOLDINGS,PERFORMANCE RIGHTS CLASS B,AU0000MAHAK0
MAHAM,MACMAHON HOLDINGS,PERFORMANCE RIGHTS,AU0000MAHAM6
MAHAY,MACMAHON HOLDINGS,PERFORMANCE RIGHTS CLASS C,AU0000MAHAY1
MAHAA,MACMAHON HOLDINGS,OPTION EXPIRING 19-APR-2013 EXECUTIVE EX 82C,AU0000MAHAA1
MAHAQ,MACMAHON HOLDINGS,OPTION EXPIRING 14-JUL-2014 EX $1.62,AU0000MAHAQ7
MAHAZ,MACMAHON HOLDINGS,OPTION EXPIRING 07-MAR-2012 EXECUTIVE EX 84C,AU0000MAHAZ8
MRP,MACPHERSONS REWARD,ORDINARY FULLY PAID,AU000000MRP0
MRPAU,MACPHERSONS REWARD,ORDINARY FULLY PAID RESTRICTED,AU0000MRPAU6
MRPAY,MACPHERSONS REWARD,ORDINARY FULLY PAID RESTRICTED,AU0000MRPAY8
MRPAK,MACPHERSONS REWARD,OPTION EXPIRING 31-DEC-2013 EX 30C,AU0000MRPAK7
MRPAW,MACPHERSONS REWARD,OPTION EXPIRING 31-DEC-2013 RESTRICTED EX 30C,AU0000MRPAW2
MQA,MACQ ATLAS ROADS GRP,ORDINARY STAPLED SECURITIES,AU000000MQA4
APS,MACQUARIE ALPS,MACQUARIE ALPS,AU000000APS3
MBL,MACQUARIE BANK LTD,ORDINARY FULLY PAID,AU000000MBL3
MBLAM,MACQUARIE BANK LTD,6.177% NON-CUMULATIVE REDEEMABLE PREFERENCE,AU0000MBLAM6
MBLAI,MACQUARIE BANK LTD,OPTION EXPIRING VARIOUS DATES EX VARIOUS PRICES,AU0000MBLAI4
MBLHB,MACQUARIE BANK LTD,STAPLED FLOATING RATE PERP. (MACQUARIE INCOME SEC),AU0000MBLHB4
MBLAK,MACQUARIE BANK LTD,SUBORDINATED CONVERTIBLE DEBENTURES 15-APR-2050,AU0000MBLAK0
AFISMW,MACQUARIE BANK LTD.,MQB $3.3170 AFI SELF FUNDING INSTALMENT 29-JUN-12,AU000AFISMW9
AGKIMC,MACQUARIE BANK LTD.,MQB 850 AGK ROLLING INSTALMENT WARRANT 19-MAY-11,AU000AGKIMC6
AGKIMD,MACQUARIE BANK LTD.,MQB 1150 AGK ROLLING INSTALMENT WARRANT 19-MAY-11,AU000AGKIMD4
AGKIMF,MACQUARIE BANK LTD.,MQB 675 AGK ROLLING INSTALMENT WARRANT 17-NOV-10,AU000AGKIMF9
AGKIMG,MACQUARIE BANK LTD.,MQB 1000 AGK ROLLING INSTALMENT WARRANT 17-NOV-10,AU000AGKIMG7
AGKSMA,MACQUARIE BANK LTD.,MQB 6.9879 AGK SELF FUNDING INSTAL WARRANT 28-JUN-,AU000AGKSMA9
AGKSMC,MACQUARIE BANK LTD.,MACQUARIE 7.9417 AGK SELF FUNDING INSTAL 30-JUN-15,AU000AGKSMC5
AGKSMW,MACQUARIE BANK LTD.,MQB $10.5523 AGK SELF FUND INSTAL WARR 29-JUN-12,AU000AGKSMW3
AGKSMY,MACQUARIE BANK LTD.,MQB 11.3133 AGK SELF FUND INSTAL WARR 30-JUN-17,AU000AGKSMY9
AGOKMA,MACQUARIE BANK LTD.,MACQUARIE 2.7078 AGO MINI LONG,AU000AGOKMA8
AIOKMA,MACQUARIE BANK LTD.,MACQUARIE 1.1972 AIO MINI LONG,AU000AIOKMA4
AIOSMA,MACQUARIE BANK LTD.,MQB 3.9068 AIO SELF FUND INSTAL WARRANT 28-JUN-13,AU000AIOSMA7
AIOSMW,MACQUARIE BANK LTD.,MQB $5.7557 AIO SELF FUND INSTAL WARRANT 29-JUN-12,AU000AIOSMW1
ALLIMF,MACQUARIE BANK LTD.,MQB 250 ALL ROLLING INSTALMENT WARRANT 17-NOV-10,AU000ALLIMF7
ALLIMG,MACQUARIE BANK LTD.,MQB 350 ALL ROLLING INSTALMENT WARRANT 17-NOV-10,AU000ALLIMG5
ALLKMA,MACQUARIE BANK LTD.,MACQUARIE 1.5803 ALL MINI LONG,AU000ALLKMA4
ALLSMA,MACQUARIE BANK LTD.,MQB 6.6457 ALL SELF FUNDING INSTAL WARRANT 28-JUN-,AU000ALLSMA7
ALLSMW,MACQUARIE BANK LTD.,MQB $12.732 ALL SELF FUNDING INSTALMENT 29-JUN-12,AU000ALLSMW1
ALLSMY,MACQUARIE BANK LTD.,MQB 14.2552 ALL SELF FUNDING INSTALMENT 30-JUN-17,AU000ALLSMY7
AMCIMC,MACQUARIE BANK LTD.,MQB 325 AMC ROLLING INSTALMENT WARRANT 19-MAY-11,AU000AMCIMC1
AMCIMF,MACQUARIE BANK LTD.,MQB 425 AMC ROLLING INSTALMENT WARRANT 17-NOV-10,AU000AMCIMF4
AMCKMA,MACQUARIE BANK LTD.,MACQUARIE 5.2536 AMC MINI LONG,AU000AMCKMA1
AMPIMC,MACQUARIE BANK LTD.,MQB 350 AMP ROLLING INSTALMENT WARRANT 19-MAY-11,AU000AMPIMC3
AMPIMD,MACQUARIE BANK LTD.,MQB 475 AMP ROLLING INSTALMENT WARRANT 19-MAY-11,AU000AMPIMD1
AMPIMF,MACQUARIE BANK LTD.,MQB 325 AMP ROLLING INSTALMENT WARRANT 17-NOV-10,AU000AMPIMF6
AMPIMG,MACQUARIE BANK LTD.,MQB 450 AMP ROLLING INSTALMENT WARRANT 17-NOV-10,AU000AMPIMG4
AMPKMA,MACQUARIE BANK LTD.,MACQUARIE 3.859 AMP MINI LONG EXPIRING,AU000AMPKMA3
AMPKMB,MACQUARIE BANK LTD.,MACQUARIE 2.3608 AMP MINI LONG,AU000AMPKMB1
AMPSMA,MACQUARIE BANK LTD.,MQB 5.3738 AMP SELF FUNDING INSTAL WARRANT 28-JUN-,AU000AMPSMA6
AMPSMB,MACQUARIE BANK LTD.,MQB 5.3738 AMP SELF FUNDING INSTAL WARRANT 29-JUN-,AU000AMPSMB4
AMPSMC,MACQUARIE BANK LTD.,MACQUARIE 3.5815 AMP SELF FUNDING INSTAL 30-JUN-15,AU000AMPSMC2
AMPSMW,MACQUARIE BANK LTD.,MQB 6.2917 AMP SELF FUNDING INSTALMENT 29-JUN-12,AU000AMPSMW0
AMPSMX,MACQUARIE BANK LTD.,MQB 4.1568 AMP SELF FUNDING INSTALMENT 30-JUN-16,AU000AMPSMX8
AMPSMY,MACQUARIE BANK LTD.,MQB $7.0533 AMP SELF FUNDING INSTALMENT 30-JUN-17,AU000AMPSMY6
ANZIMC,MACQUARIE BANK LTD.,MQB 1400 ANZ ROLLING INSTALMENT WARRANT 19-MAY-11,AU000ANZIMC0
ANZIMD,MACQUARIE BANK LTD.,MQB 1900 ANZ ROLLING INSTALMENT WARRANT 19-MAY-11,AU000ANZIMD8
ANZIMF,MACQUARIE BANK LTD.,MQB 1200 ANZ ROLLING INSTALMENT WARRANT 17-NOV-10,AU000ANZIMF3
ANZIMG,MACQUARIE BANK LTD.,MQB 1800 ANZ ROLLING INSTALMENT WARRANT 17-NOV-10,AU000ANZIMG1
ANZKMA,MACQUARIE BANK LTD.,MACQUARIE 14.0927 ANZ MINI LONG,AU000ANZKMA0
ANZKMB,MACQUARIE BANK LTD.,MACQUARIE 12.5393 ANZ MINI LONG,AU000ANZKMB8
ANZKMC,MACQUARIE BANK LTD.,MACQUARIE 16.1092 ANZ MINI LONG,AU000ANZKMC6
ANZKMD,MACQUARIE BANK LTD.,MACQUARIE 18.0169 ANZ MINI LONG,AU000ANZKMD4
ANZMMH,MACQUARIE BANK LTD.,MQB 1911 ANZ LISTED PROTECTED LOAN 30JUN11,AU000ANZMMH1
ANZMMI,MACQUARIE BANK LTD.,MQB 19.11 ANZ LISTED PROTECTED LOAN 29-JUN-12,AU000ANZMMI9
ANZSMA,MACQUARIE BANK LTD.,MQB 15.589 ANZ SELF FUNDING INSTAL WARRANT 28-JUN,AU000ANZSMA3
ANZSMB,MACQUARIE BANK LTD.,MQB 16.9796 ANZ SELF FUNDING INSTAL WARRANT 29-JUN,AU000ANZSMB1
ANZSMC,MACQUARIE BANK LTD.,MACQUARIE 13.3115 ANZ SELF FUNDING INSTAL 30-JUN-1,AU000ANZSMC9
ANZSMW,MACQUARIE BANK LTD.,MQB $17.821 ANZ SELF FUNDING INSTALMENT 29-JUN-12,AU000ANZSMW7
ANZSMX,MACQUARIE BANK LTD.,MQB 15.4796 ANZ SELF FUNDING INSTALMENT 30-JUN-16,AU000ANZSMX5
ANZSMY,MACQUARIE BANK LTD.,MQB 20.1052 ANZ SELF FUNDING INSTALMENT 30-JUN-17,AU000ANZSMY3
ANZSMZ,MACQUARIE BANK LTD.,MACQUARIE 12.2792 ANZ SELF FUND INSTAL  28-JUN-13,AU000ANZSMZ0
ANZWMB,MACQUARIE BANK LTD.,MACQUARIE 2400 ANZ CALL WARRANT 25-AUG-11,AU000ANZWMB3
ANZWMC,MACQUARIE BANK LTD.,MACQUARIE 2300 ANZ CALL WARRANT 29-SEP-11,AU000ANZWMC1
ANZWMD,MACQUARIE BANK LTD.,MACQUARIE 2000 ANZ CALL WARRANT 29-SEP-11,AU000ANZWMD9
ANZWME,MACQUARIE BANK LTD.,MACQUARIE 2400 ANZ CALL WARRANT 28-JUL-11,AU000ANZWME7
ANZWMJ,MACQUARIE BANK LTD.,MACQUARIE 2500 ANZ CALL WARRANT 27-OCT-11,AU000ANZWMJ6
ANZWMK,MACQUARIE BANK LTD.,MACQUARIE 3000 ANZ CALL WARRANT 24-JAN-12,AU000ANZWMK4
APSSM2,MACQUARIE BANK LTD.,MACQUARIE CAPITAL PROTECTED ALPS SERIES2 29-SEP-11,AU000APSSM21
APSSM3,MACQUARIE BANK LTD.,MACQUARIE CAPITAL PROTECTED ALPS SERIES3 21-JUN-12,AU000APSSM39
APSSM4,MACQUARIE BANK LTD.,MACQUARIE CAPITAL PROTECTED ALPS SERIES4 20-JUN-13,AU000APSSM47
APSSM5,MACQUARIE BANK LTD.,MACQUARIE CAPITAL PROTECTED ALPS SERIES5 7-OCT-13,AU000APSSM54
APSSM6,MACQUARIE BANK LTD.,MACQUARIE CAPITAL PROTECTED SERIES 6 28-FEB-14,AU000APSSM62
AQAKMA,MACQUARIE BANK LTD.,MACQUARIE 5.1371 AQA MINI LONG EXPIRING,AU000AQAKMA6
AQAKMB,MACQUARIE BANK LTD.,MACQUARIE 4.5044 AQA MINI LONG,AU000AQAKMB4
ASXIMC,MACQUARIE BANK LTD.,MQB 1850 ASX ROLLING INSTALMENT WARRANT 19-MAY-11,AU000ASXIMC4
ASXIMD,MACQUARIE BANK LTD.,MQB 2550 ASX ROLLING INSTALMENT WARRANT 19-MAY-11,AU000ASXIMD2
ASXIMF,MACQUARIE BANK LTD.,MQB 1750 ASX ROLLING INSTALMENT WARRANT 17-NOV-10,AU000ASXIMF7
ASXIMG,MACQUARIE BANK LTD.,MQB 2800 ASX ROLLING INSTALMENT WARRANT 17-NOV-10,AU000ASXIMG5
ASXKMA,MACQUARIE BANK LTD.,MACQUARIE 22.3475 ASX MINI LONG,AU000ASXKMA4
ASXMMI,MACQUARIE BANK LTD.,MQB 30.28 ASX LISTED PROTECTED LOAN 29-JUN-12,AU000ASXMMI3
ASXSMA,MACQUARIE BANK LTD.,MQB 28.7916 ASX SELF FUNDING INSTAL WARRANT 28-JUN,AU000ASXSMA7
ASXSMB,MACQUARIE BANK LTD.,MQB 30.1824 ASX SELF FUNDING INSTAL WARRANT 29-JUN,AU000ASXSMB5
ASXSMC,MACQUARIE BANK LTD.,MACQUARIE 17.2827 ASX SELF FUNDING INSTAL 30-JUN-1,AU000ASXSMC3
ASXSMW,MACQUARIE BANK LTD.,MQB 27.161 ASX SELF FUNDING INSTALMENT 29-JUN-12,AU000ASXSMW1
ASXSMY,MACQUARIE BANK LTD.,MQB 30.2068 ASX SELF FUNDING INSTALMENT 30-JUN-17,AU000ASXSMY7
ASXSMZ,MACQUARIE BANK LTD.,MACQUARIE 17.6438 ASX SELF FUND INSTAL 28-JUN-13,AU000ASXSMZ4
AWBIMF,MACQUARIE BANK LTD.,MACQUARIE 75 AWB ROLLING INSTALMENT WARR 17-NOV-10,AU000AWBIMF5
AWCIMC,MACQUARIE BANK LTD.,MQB 100 AWC ROLLING INSTALMENT WARRANT 19-MAY-11,AU000AWCIMC0
AWCIMD,MACQUARIE BANK LTD.,MQB 140 AWC ROLLING INSTALMENT WARRANT 19-MAY-11,AU000AWCIMD8
AWCIMF,MACQUARIE BANK LTD.,MQB 100 AWC ROLLING INSTALMENT WARRANT 17-NOV-10,AU000AWCIMF3
AWCIMG,MACQUARIE BANK LTD.,MQB 150 AWC ROLLING INSTALMENT WARRANT 17-NOV-10,AU000AWCIMG1
AWCKMA,MACQUARIE BANK LTD.,MACQUARIE 1.3803 AWC MINI LONG,AU000AWCKMA0
AWCSMA,MACQUARIE BANK LTD.,MQB 3.1839 AWC SELF FUNDING INSTAL WARRANT 28-JUN-,AU000AWCSMA3
AWCWMA,MACQUARIE BANK LTD.,MACQUARIE 180 AWC CALL WARRANT 29-SEP-11,AU000AWCWMA5
AWCWMC,MACQUARIE BANK LTD.,MACQUARIE 200 AWC CALL WARRANT 29-SEP-11,AU000AWCWMC1
AXAIMC,MACQUARIE BANK LTD.,MQB 350 AXA ROLLING INSTALMENT WARRANT 19-MAY-11,AU000AXAIMC2
AXUWMC,MACQUARIE BANK LTD.,MQB US$10.50 AUD/USD AXU CURRENCY CALL WARR 14-SEP,AU000AXUWMC1
AXUWME,MACQUARIE BANK LTD.,MQB US$11 AUD/USD AXU CURRENCY CALL WARR 14-DEC-11,AU000AXUWME7
AXUWMF,MACQUARIE BANK LTD.,MQB US$11.50 AUD/USD AXU CURRENCY CALL WARR 14-DEC,AU000AXUWMF4
AXUWMM,MACQUARIE BANK LTD.,MQB US$11 AUD/USD AXU CURRENCY CALL WARR 14-SEP-11,AU000AXUWMM0
BBGIMF,MACQUARIE BANK LTD.,MQB 600 BBG ROLLING INSTALMENT WARRANT 17-NOV-10,AU000BBGIMF6
BBGKMA,MACQUARIE BANK LTD.,MACQUARIE 2.7609 BBG  MINI LONG,AU000BBGKMA3
BBGSMA,MACQUARIE BANK LTD.,MQB 7.5213 BBG SELF FUNDING INSTAL WARRANT 28-JUN-,AU000BBGSMA6
BENKMA,MACQUARIE BANK LTD.,MACQUARIE 6.5425 BEN MINI LONG,AU000BENKMA3
BENSMA,MACQUARIE BANK LTD.,MQB 7.2043 BEN SELF FUNDING INSTAL WARRANT 28-JUN-,AU000BENSMA6
BENSMW,MACQUARIE BANK LTD.,MQB 8.7872 BEN SELF FUNDING INSTALMENT 29-JUN-12,AU000BENSMW0
BHPIMC,MACQUARIE BANK LTD.,MQB 2400 BHP ROLLING INSTALMENT WARRANT 19-MAY-11,AU000BHPIMC1
BHPIMD,MACQUARIE BANK LTD.,MQB 3300 BHP ROLLING INSTALMENT WARRANT 19-MAY-11,AU000BHPIMD9
BHPIMF,MACQUARIE BANK LTD.,MQB 1800 BHP ROLLING INSTALMENT WARRANT 17-NOV-10,AU000BHPIMF4
BHPIMG,MACQUARIE BANK LTD.,MQB 3000 BHP ROLLING INSTALMENT WARRANT 17-NOV-10,AU000BHPIMG2
BHPKMA,MACQUARIE BANK LTD.,MACQUARIE 39.3941  BHP MINI LONG EXPIRING,AU000BHPKMA1
BHPKMB,MACQUARIE BANK LTD.,MACQUARIE 36.3415 BHP MINI LONG EXPIRING,AU000BHPKMB9
BHPKMC,MACQUARIE BANK LTD.,MACQUARIE 34.0289 BHP MINI LONG EXPIRING,AU000BHPKMC7
BHPKMD,MACQUARIE BANK LTD.,MACQUARIE 33.0149 BHP MINI LONG,AU000BHPKMD5
BHPKME,MACQUARIE BANK LTD.,MACQUARIE 37.8563 BHP MINI LONG EXPIRING,AU000BHPKME3
BHPKMF,MACQUARIE BANK LTD.,MACQUARIE 36.0341 BHP MINI LONG,AU000BHPKMF0
BHPKMG,MACQUARIE BANK LTD.,MACQUARIE 24.4846 BHP MINI LONG,AU000BHPKMG8
BHPKMH,MACQUARIE BANK LTD.,MACQUARIE 26.2325 BHP MINI LONG,AU000BHPKMH6
BHPKMI,MACQUARIE BANK LTD.,MACQUARIE 34.1495 BHP MINI LONG,AU000BHPKMI4
BHPMMH,MACQUARIE BANK LTD.,MQB 3998 BHP LISTED PROTECTED LOAN 30JUN11,AU000BHPMMH2
BHPMMI,MACQUARIE BANK LTD.,MQB 39.98 BHP LISTED PROTECTED LOAN 29-JUN-12,AU000BHPMMI0
BHPSMA,MACQUARIE BANK LTD.,MQB 23.6653 BHP SELF FUNDING INSTAL WARRANT 28-JUN,AU000BHPSMA4
BHPSMB,MACQUARIE BANK LTD.,MQB 27.8381 BHP SELF FUNDING INSTAL WARRANT 29-JUN,AU000BHPSMB2
BHPSMC,MACQUARIE BANK LTD.,MACQUARIE 25.1308 BHP SELF FUNDING INSTAL 30-JUN-1,AU000BHPSMC0
BHPSMW,MACQUARIE BANK LTD.,MQB $19.7092 BHP SELF FUNDING INSTALMENT 29-JUN-12,AU000BHPSMW8
BHPSMX,MACQUARIE BANK LTD.,MQB $19.3646 BHP SELF FUNDING INSTALMENT 30-JUN-16,AU000BHPSMX6
BHPSMY,MACQUARIE BANK LTD.,MQB 21.9937 BHP SELF FUNDING INSTALMENT 30-JUN-17,AU000BHPSMY4
BHPSMZ,MACQUARIE BANK LTD.,MACQUARIE 29.6727 BHP SELF FUND INSTAL 28-JUN-13,AU000BHPSMZ1
BHPWMF,MACQUARIE BANK LTD.,MACQUARIE 4800 BHP CALL WARRANT 28-JUL-11,AU000BHPWMF5
